"","V1","V2","V3","V4","V5"
"hire",-9.45552513008904,-66.7572279706905,-5.99287151414199,-9.21951380474499,-8.36057659299192
"hired",-10.0042120322442,-317.248888829345,-48.3818365174053,-10.0953030464478,-31.4512038651672
"hires",-9.91274189800224,-99.3017953145594,-66.484820307003,-56.694399477623,-15.5367101805287
"hiring",-7.46085312836318,-50.1547037015642,-49.5988000207824,-9.53093534053745,-8.73076238664026
"image",-10.1500861084967,-6.66782318968663,-47.1504868292455,-8.12335565814324,-28.9556384086497
"inspiring",-12.6292884722116,-284.530335696587,-74.6111106098396,-47.1461840147639,-11.5780824774764
"long",-7.32605684323771,-8.5738845746898,-34.9851095227127,-9.61740900876479,-7.95493886478678
"negotiates",-10.198100956757,-367.422004209631,-244.097335512803,-106.098410148805,-167.189679210281
"offers",-7.54121518708977,-9.77908718829318,-57.0781873689023,-9.22014284151085,-8.82519963059339
"ongoing",-7.91237869774318,-7.71222449570768,-5.99732034389085,-16.9999574642705,-8.94831449181586
"package",-8.94085005710819,-9.20158063481827,-58.0315947480686,-11.7593668357808,-9.81562544490463
"pipeline",-9.14723437095595,-9.31113820969442,-58.6109879373471,-7.22662860594429,-9.1212261106498
"professionally",-9.37068015072521,-85.3807310740992,-62.4107376743425,-51.3248125974025,-10.7278869416074
"promotes",-9.88235153661992,-46.8510148928839,-69.3925174563417,-61.3794237728244,-9.98727624399551
"providers",-7.87443928062533,-40.6835667573042,-31.9002880228728,-8.22021478616269,-9.45191156799654
"recruiter",-9.93866383996465,-106.461952636314,-84.0179973943702,-68.2763194760984,-8.22784539079048
"recruiting",-8.55384157372826,-54.9011599186291,-71.5770824761415,-34.2309922518654,-6.75690046772455
"recruitment",-7.7701002396631,-107.649049156319,-85.5116490303389,-53.8910687421156,-10.3022555838112
"recruitments",-10.8912481373169,-366.638358131994,-240.633178517531,-119.711458064904,-318.561331427726
"regularly",-8.47842906677792,-9.90107306540175,-11.9996110166099,-9.38241152448866,-10.9705958410429
"relations",-8.72243936171806,-49.7348335750396,-7.13600433774111,-48.285064764057,-9.04148750497395
"screen",-9.27311240932436,-9.21199835580206,-42.7827882179364,-15.2837223641688,-12.4247833338631
"sourcing",-7.67871380196103,-12.1148548284442,-56.8720185150374,-14.459962047352,-38.2129696505245
"staffing",-7.94243307721377,-53.7212521919414,-40.1682874080816,-38.2934083395144,-22.5435060508555
"stats",-10.1745106391283,-123.618360941649,-88.2021859912742,-10.6111013887253,-24.7866949486622
"strategyapple",-11.9898604456922,-362.552829305518,-245.190577631523,-106.715910613754,-29.2923866841772
"supports",-7.96803080176906,-69.2827204399203,-71.3047352512552,-44.0367621984774,-7.6800065964201
"tactfully",-10.198100956757,-366.357734882757,-244.458832737877,-109.773026371071,-167.436473410499
"talent",-7.24339441529977,-26.7226530498805,-40.4276648847092,-9.77452991804462,-8.31381657915087
"accruals",-9.15664708194678,-301.457300675368,-109.044189131993,-361.514592819749,-33.4609501824991
"actuals",-9.87965587347331,-73.4216107809812,-104.559028060364,-106.718917021952,-21.0980932106314
"along",-8.20339236405072,-8.95543921904939,-11.1626006571674,-7.94682134731997,-8.3644680563822
"capital",-7.70950061797255,-12.2550288952785,-65.8291570301669,-48.755223319612,-9.90346889313133
"constant",-8.74225395485959,-82.412933579878,-49.6660695229519,-9.11429668095581,-11.919637182028
"countries",-14.1293678963901,-9.53454079515293,-86.0360854406231,-29.258775987292,-7.75756496293435
"direct",-7.60114091994185,-7.3599232394599,-46.2405217462794,-8.43149507511525,-7.18361178422544
"estate",-7.65584303736233,-62.7719310404228,-106.568917852907,-81.4003892974295,-24.6485324416949
"exemplify",-8.51634902984668,-81.8553788560744,-94.4477858960295,-143.053627044819,-19.9979151679732
"expense",-9.31571177657565,-111.406854773998,-80.8860437397857,-113.898425233417,-33.6666139454313
"hardworking",-23.5454548194175,-167.089726725017,-35.9757597951813,-10.1237508733735,-12.9356905346494
"improvements",-7.11980360965351,-8.02691511034132,-53.3730663863245,-8.17394664048273,-8.57201915367375
"influential",-7.98164559392582,-24.2404894594138,-68.2234812415298,-49.1961363189346,-9.5416872167797
"lively",-16.3326950844874,-335.207424641348,-190.429722041081,-362.150160595949,-10.6390231962287
"month",-8.53016719627134,-48.8718954568422,-26.3389807528095,-17.8223839189777,-9.22875435501619
"monthly",-7.13917300441941,-86.0083911715804,-72.3276256218129,-51.7143054634295,-12.4133992843334
"organizationteam",-14.1853223063131,-93.7760367299933,-82.0159096933394,-114.358465938167,-11.6681041026722
"plusteam",-21.5984461068814,-339.13395680354,-194.480948752262,-365.413117830961,-12.9366635073736
"preservation",-20.2483238532952,-340.846491847644,-195.93181734704,-366.194702341593,-8.89336178413255
"retailer",-9.45576609425094,-137.116917392554,-105.795896154108,-56.4655311957055,-12.4789946323454
"retailers",-9.40253643893115,-109.589757047715,-133.406131668999,-55.3900034494882,-11.0160361977708
"shared",-8.053416910093,-80.9303336564268,-7.43288264610157,-10.0498825521919,-9.74828257457803
"simultaneouslyteam",-20.5331808719486,-337.617166736228,-193.62941803165,-364.86062356898,-12.9371745451341
"something",-7.7641657438069,-70.9172496824297,-19.4636302689301,-9.0265841342975,-13.749268473637
"statesteam",-10.668129847158,-25.3141635221441,-93.981427247714,-42.3505317502633,-20.8269127450344
"tax",-7.32716442120176,-68.3862835358655,-98.3610994913877,-86.6301334562545,-7.11537780030929
"terms",-8.42787191679164,-9.75375219602902,-53.610162048766,-10.0353144118186,-11.9260202583416
"today",-7.96648931150294,-10.2250467851267,-52.8626934703866,-13.3114348754546,-8.11100980907196
"truly",-25.7241934784976,-138.244788911806,-57.693114808293,-29.28621199261,-9.41003447956292
"values",-7.61511248751697,-25.8465590192494,-40.5270831140746,-12.5204378323288,-7.88276253404211
"versus",-9.490979910092,-55.1385796984059,-49.6015771810422,-10.513094226964,-26.5957791603638
"works",-7.81196569456807,-7.32653370197411,-5.73039017878145,-8.41204057334896,-7.53104229959589
"bench",-74.4079072238443,-7.50723410528234,-112.497871694039,-63.190457283573,-81.8639719343766
"bsee",-64.2739195760486,-6.97824769814475,-93.337802259454,-74.0778583363396,-142.892409052559
"bucks",-315.53696913112,-9.2260245546438,-77.1301303367879,-81.6088318551198,-363.038894178539
"check",-23.2154716997776,-16.9031130146928,-5.71315573169367,-24.1280441379181,-7.33745062548214
"chip",-60.6459464315523,-6.25162941847794,-66.2634343584499,-79.4697908539819,-116.650828761499
"chips",-19.390067318554,-8.23691670154412,-72.0850720584479,-53.448011090662,-272.840025700132
"circuits",-99.8027017598112,-6.95734101332544,-73.404633475966,-102.769826690899,-113.296513345106
"clocks",-307.620966176434,-13.0326870444141,-66.3393525434368,-68.9766702923875,-356.720875864447
"compliance",-6.44923359486407,-8.7864874603743,-31.0446257323908,-44.0751428005195,-7.32031582012136
"correlating",-47.8243216368948,-9.63280434391845,-59.7327133228005,-129.211199891785,-16.1700158609813
"device",-12.5896780856257,-6.83542431859298,-14.6720648755256,-7.47998630043481,-11.0860965857556
"disciplines",-8.94306483338175,-7.42106956181847,-8.82497579444769,-8.59332209249377,-11.4033723455416
"displayport",-134.160927272583,-10.142315286518,-121.251719932182,-94.1480887034051,-143.355470799708
"dlls",-214.294559893731,-10.2600983221743,-66.4072300817109,-64.5563143688289,-355.163810064296
"dsp",-83.6890469445225,-9.06359328619414,-16.5958524212368,-10.6315925262984,-79.7894437417831
"environmentin",-60.126496650288,-11.2409275751881,-94.6948141949418,-38.648310614753,-73.092389634567
"exercising",-21.9547614052932,-10.2639242648199,-79.8317340942945,-50.0834851214057,-11.5349877756189
"instrumenting",-48.2222966740736,-10.560012122221,-46.7927227117832,-10.1526096964911,-37.6269229554668
"jtag",-318.013577461263,-9.4217691317699,-85.6164342549776,-60.6686567676041,-351.966906114089
"ldos",-47.6112340789257,-9.77459050639264,-84.4552083572429,-85.4133069419082,-220.680484786774
"malabo",-309.085124562359,-10.4677376869526,-68.5338825450289,-69.6352097057272,-356.756865341793
"memory",-65.3140808949583,-7.08591120778889,-52.1478799825116,-9.40619251908875,-20.0919174195245
"mipi",-135.25841184786,-9.94164459105581,-116.772844100918,-83.8689419476327,-134.006232406597
"modelsin",-312.849146463278,-13.0326870444141,-71.1235017144078,-72.3164768827013,-361.178052251185
"msee",-91.1579036939777,-6.58069333866567,-90.6878877338302,-16.876568111057,-141.019848297259
"phase",-30.4991160899543,-8.00900852708496,-63.0700339983316,-9.98186240108956,-9.73943284141111
"plls",-229.369512851249,-9.36912539828448,-64.3299839213303,-84.4378110092574,-161.712607490758
"premiere",-306.618946243786,-10.4677376869526,-66.7724378311772,-68.4356768056976,-354.939357418292
"regulator",-45.6011463535069,-9.94164459105581,-76.8171132580702,-82.3140171255193,-356.775809496842
"script",-9.78778518265086,-10.1605178860656,-38.668017194535,-10.7322060481331,-11.8981301128466
"scripts",-8.53754356387621,-7.16587395145542,-11.9259720192422,-8.05262438861074,-9.73780459632188
"serdes",-311.9251902379,-9.12066403898598,-67.9134113315922,-97.0470976523193,-294.085055050013
"soldering",-54.4104251963101,-10.1994737003579,-69.353995343946,-60.5904059372337,-99.6643392057848
"statesin",-25.8871510366579,-9.00166868857028,-42.8915745154009,-12.2215319792428,-66.6992067749247
"toolsin",-135.067182515477,-10.6347917716158,-119.091617078095,-122.269982635281,-355.418914967375
"topologies",-93.9668002234869,-9.08308209902607,-35.5062087955293,-13.4432085645251,-81.0784142384236
"usb",-137.052076495346,-9.81381121954592,-85.2086190994129,-76.5209515940417,-88.3454393444805
"visible",-8.85714709385669,-6.67715775912555,-41.3363026043521,-8.62215514978727,-13.0127585970033
"actionable",-9.44578376551332,-24.8431090154691,-57.9675322901639,-10.1047801023834,-6.9870544036638
"analysisimagine",-175.983550890402,-12.3395398826072,-71.9609107181518,-28.3002443156696,-12.9363952178406
"dataimagine",-212.038710566445,-353.281112489227,-74.3649500658665,-34.483092456942,-12.9363948731718
"economics",-9.05349487097408,-96.3479222472888,-79.6268345436834,-37.8727924727094,-7.73452722944457
"efficiencies",-8.27996036854819,-9.38951912804723,-44.8317136044164,-15.417622917963,-9.43270886975684
"insightimagine",-213.414033317878,-353.370757120903,-74.8274009457461,-34.6097825406091,-12.9363948730777
"might",-12.8494820198581,-9.55041876350226,-44.6220335989115,-10.1250631516838,-8.91438156750298
"money",-21.6208276421585,-93.7144082757573,-52.7367380623428,-34.7381724488415,-9.94067573164568
"muddy",-210.729636018542,-351.306631693591,-72.5600960316499,-32.1054603511276,-12.9363948809038
"multitask",-53.8115909634358,-62.923468411559,-5.83505424297873,-65.4394588993075,-53.9422683744654
"realizing",-41.8422105693219,-95.0116777481094,-90.7472285175847,-27.2300752662349,-10.9904848828514
"result",-9.14120312355021,-9.17616432120702,-40.8336441861369,-10.2501729530226,-8.83864873827745
"saving",-10.5757929609324,-342.331410531601,-72.2833354450158,-35.5052390562969,-10.7905335277334
"social",-9.27509718370809,-21.6691286048889,-45.3483724297424,-31.5837224018645,-7.86375122394819
"tasked",-9.84733177145725,-12.5685452909949,-59.5142676524818,-9.58478488302232,-8.718361858692
"advances",-10.5037604833039,-37.4456951120431,-70.338673280251,-13.509360381537,-9.97602981124799
"alerts",-9.84469576588939,-23.7704755669693,-55.9582769295625,-12.7899719114249,-11.1887953007182
"arriving",-11.1584133143654,-10.2025602773426,-57.2213469166019,-68.8655766100744,-13.0804597312853
"assesses",-10.0803180400166,-26.1707866774505,-71.912587329675,-101.200983988132,-26.5352159566417
"attrition",-10.4317158079385,-361.192919328747,-91.9184697377542,-227.598295948292,-42.498789009234
"bags",-10.4197772368696,-333.228722198622,-91.6989414144366,-63.0027659441544,-13.1954147060382
"balancing",-9.9017843963975,-51.0964250198099,-29.2353762086104,-9.47609848452428,-9.34203367318113
"benefits",-7.33111284577857,-81.2529583249322,-5.77375764918179,-15.1699755272484,-7.17863456287687
"bridges",-11.0373384807375,-170.256100592698,-58.3301399009529,-59.2828504867168,-12.4471743443177
"brown",-10.4197839665832,-333.758039391519,-93.7268673839753,-68.3191803832622,-13.1952470620196
"coaches",-11.0111758686801,-115.183909646488,-80.6027136160542,-90.9544334131681,-11.7255897893487
"competence",-10.811270019647,-76.1104847963684,-71.8630318969113,-82.7689907749013,-20.0189287118407
"competing",-9.49571626413314,-34.7383835631712,-8.51230719934924,-14.2631572473018,-8.43345678169217
"conflict",-9.38986543947551,-9.53179209676327,-85.9214152366563,-78.2341927614153,-21.3764399237179
"connects",-9.86046624120417,-91.8973669520993,-41.5521696996121,-29.9094996745273,-12.0773443799442
"consistently",-8.43446989271201,-8.56405581791515,-42.4729710838611,-45.1649946158817,-9.47828734862343
"constructive",-10.5618584083149,-9.02483469686383,-57.3474745241533,-10.3353743701521,-17.3163710766874
"culture",-8.11487750385095,-30.9956322115145,-16.8946444334264,-11.5726140380279,-6.86977634732984
"curriculum",-9.28579777624779,-350.828800953229,-48.4528930204264,-19.9520236970806,-14.3754169670001
"deserve",-10.9670575171131,-108.143498399575,-64.9555956651008,-72.0729791445468,-13.0686867130162
"diagnoses",-10.4317158082593,-341.025019544951,-92.1080149437726,-90.3469596297998,-31.8520598407376
"dialogue",-11.1789302128596,-359.958175911602,-74.4041011462935,-217.315177047051,-30.3339830245785
"disabilities",-8.38244827773543,-25.6579219024492,-45.6958718833808,-8.45318902812157,-8.50477729232139
"drives",-9.29168346411312,-7.72995287114184,-41.5228587494945,-8.96845989070918,-7.70283947019636
"educate",-9.61953240945063,-8.75402640603789,-52.5073618959093,-18.4827788317943,-9.22171083415168
"ensures",-7.71134607118706,-10.3589300254038,-56.1756711439761,-38.1440057738462,-12.963875612348
"examples",-9.55255124650779,-9.51792180694488,-55.7949680728471,-23.5909014240003,-8.99242603207507
"facilitate",-7.05831675438847,-8.46377916433937,-38.4945772403358,-17.086191212044,-11.2955148180935
"finds",-11.1789302108557,-358.636321065359,-75.4316313563729,-217.89231686188,-31.3790691468996
"foundational",-12.7417069034667,-77.2156169266627,-75.0296067509855,-38.2250319016521,-9.75360148206464
"grow",-9.4981571004384,-13.1976097995898,-46.2247161740129,-8.75564985995099,-7.37190868404314
"guides",-14.6002866775662,-61.7378863191426,-52.8094542550442,-29.2000069128742,-8.48547218901503
"helps",-16.9882671117075,-51.9989353949482,-40.5631398984613,-7.1730665584144,-8.3370795097739
"however",-10.7501798545456,-82.0144709002386,-45.8513816234499,-56.6604067734553,-11.7788972862314
"hrbps",-11.1789302357956,-354.637317628495,-72.4243387885542,-215.866995851242,-28.2033070785376
"imperative",-10.8694671283049,-91.2867506075653,-79.9265448942108,-70.0475622542219,-11.9299853624316
"influencing",-8.36029286109245,-41.5861765659814,-26.6965392377835,-9.86250302825509,-8.78916642294501
"knowledgeable",-10.7911732862602,-11.5341962305041,-47.4517787752414,-10.5481314841243,-10.1867379390665
"knows",-9.9906304267962,-10.1846904617227,-12.304057593484,-11.2527893521135,-13.1931654166114
"leaves",-9.97495740544279,-126.946143977179,-80.2594211515625,-120.853035370262,-46.7740572177027
"liaison",-7.9126166224475,-8.95490136234824,-75.1520915724036,-57.1317802631147,-15.8433640988969
"market",-7.06795573365176,-13.6747502710982,-21.9938347793228,-8.87907806710678,-6.72726750734888
"mediating",-11.1789302097889,-358.128585603825,-77.8255689672281,-217.960030160264,-35.363678882333
"morale",-10.380422513551,-324.216250010452,-82.9977940339868,-119.994683163233,-44.0519214878052
"observations",-9.89482695330106,-33.9230682132703,-94.9342640755326,-10.126388505102,-10.3280240349941
"peers",-8.81316982423893,-9.29271441431369,-37.4776355542932,-9.12453100913713,-10.0158657912244
"positive",-7.25750063052894,-25.0883696430844,-28.5882480025885,-9.95938399550053,-7.38970084216481
"promise",-9.94437748883051,-43.7020886138483,-16.9968619391689,-16.9757646443825,-9.8904479267071
"puts",-9.61939979190611,-93.1433512603584,-59.425702613613,-26.0760739145502,-12.7618430480696
"regions",-7.78599617982277,-12.2746574732092,-96.6029273482761,-38.841097219609,-11.5283769233768
